38.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,FINER;WORKFLOW,FINER
11:45:17.0 (757058)|USER_INFO|[EXTERNAL]|00528000004DSLv|luke.farbotko@qvmtest.com.devmerge|Australian Eastern Standard Time|GMT+10:00
11:45:17.0 (795694)|EXECUTION_STARTED
11:45:17.0 (803075)|CODE_UNIT_STARTED|[EXTERNAL]|01pp0000000EU9R|TransactionBuilderBatch
11:45:17.0 (46243152)|HEAP_ALLOCATE|[72]|Bytes:3
11:45:17.0 (46313064)|HEAP_ALLOCATE|[77]|Bytes:152
11:45:17.0 (46333111)|HEAP_ALLOCATE|[342]|Bytes:408
11:45:17.0 (46353440)|HEAP_ALLOCATE|[355]|Bytes:408
11:45:17.0 (46372340)|HEAP_ALLOCATE|[467]|Bytes:48
11:45:17.0 (46411645)|HEAP_ALLOCATE|[139]|Bytes:6
11:45:17.0 (48466830)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:84692
11:45:17.0 (72658336)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
11:45:17.0 (72692073)|SYSTEM_METHOD_ENTRY|[15]|BatchableContextImpl.BatchableContextImpl()
11:45:17.0 (72701461)|STATEMENT_EXECUTE|[15]
11:45:17.0 (72717784)|SYSTEM_METHOD_EXIT|[15]|BatchableContextImpl
11:45:17.0 (72728878)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:45:17.0 (72733437)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:17.0 (72740194)|VARIABLE_SCOPE_BEGIN|[31]|this|Database.BatchableContextImpl|true|false
11:45:17.0 (72812380)|VARIABLE_ASSIGNMENT|[31]|this|{}|0x6df1472e
11:45:17.0 (72816524)|VARIABLE_SCOPE_BEGIN|[31]|jobId|Id|false|false
11:45:17.0 (72917206)|VARIABLE_ASSIGNMENT|[31]|jobId|"707p000000A3IfxAAF"
11:45:17.0 (72924139)|VARIABLE_SCOPE_BEGIN|[31]|childJobId|Id|false|false
11:45:17.0 (72931836)|VARIABLE_ASSIGNMENT|[31]|childJobId|null
11:45:17.0 (73320221)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:52
11:45:17.0 (73330310)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
11:45:17.0 (73333252)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:17.0 (73343612)|METHOD_ENTRY|[9]|01pp0000000EU9R|TransactionBuilderBatch.TransactionBuilderBatch()
11:45:17.0 (73351120)|STATEMENT_EXECUTE|[9]
11:45:17.0 (73358152)|STATEMENT_EXECUTE|[9]
11:45:17.0 (73362503)|METHOD_EXIT|[9]|TransactionBuilderBatch
11:45:17.0 (73367327)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
11:45:17.0 (73369652)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:45:17.0 (73376680)|VARIABLE_SCOPE_BEGIN|[21]|this|TransactionBuilderBatch|true|false
11:45:17.0 (73465297)|VARIABLE_ASSIGNMENT|[21]|this|{"batchJob":"a01p0000002pYiaAAE","transactionCount":259,"transList":"0x11382807"}|0x2095c42c
11:45:17.0 (73472730)|VARIABLE_SCOPE_BEGIN|[21]|BC|Database.BatchableContext|true|false
11:45:17.0 (73520308)|VARIABLE_ASSIGNMENT|[21]|BC|{"jobId":"707p000000A3IfxAAF"}|0x6df1472e
11:45:17.0 (73536027)|STATEMENT_EXECUTE|[22]
11:45:17.0 (73538326)|STATEMENT_EXECUTE|[23]
11:45:17.0 (73543250)|HEAP_ALLOCATE|[23]|Bytes:12
11:45:17.0 (73570345)|HEAP_ALLOCATE|[50]|Bytes:5
11:45:17.0 (73592079)|HEAP_ALLOCATE|[56]|Bytes:5
11:45:17.0 (73600253)|HEAP_ALLOCATE|[64]|Bytes:7
11:45:17.0 (73692330)|USER_DEBUG|[23]|DEBUG|Inside start
11:45:17.0 (73704225)|STATEMENT_EXECUTE|[24]
11:45:17.0 (74911313)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1040
11:45:17.0 (75206603)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:17.0 (75233465)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:17.0 (75298029)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:17.0 (75315881)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
11:45:17.0 (75331926)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:17.0 (75336927)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:17.0 (75351702)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:17.0 (75356888)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
11:45:17.0 (75368752)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:17.0 (75372631)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:17.0 (75386032)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
